Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,"=""0307265439""","=""9780307265432""",0,4.00,Alfred A. Knopf,Hardcover,241,2006,2006,,2024/04/16,to-read,to-read (#111),to-read,,,,0,0
11,"The Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",0,4.22,Del Rey Books,Mass Market Paperback,216,2005,1979,,2024/04/16,to-read,to-read (#110),to-read,,,,0,0
320,One Hundred Years of Solitude,Gabriel García Márquez,"Márquez, Gabriel García",Gregory Rabassa,"=""""","=""""",0,4.12,Harper,Mass Market Paperback,417,2003,1967,,2024/04/16,to-read,to-read (#109),to-read,,,,0,0
19288043,Gone Girl,Gillian Flynn,"Flynn, Gillian",,"=""0307588378""","=""9780307588371""",0,4.15,Ballantine Books,Paperback,415,2014,2012,,2024/04/16,to-read,to-read (#108),to-read,,,,0,0
1618,The Curious Incident of the Dog in the Night-Time,Mark Haddon,"Haddon, Mark",,"=""1400032717""","=""9781400032716""",0,3.89,Vintage,Paperback,226,2004,2003,,2024/04/16,to-read,to-read (#107),to-read,,,,0,0
52578297,"The Midnight Library (The Midnight World, #1)",Matt Haig,"Haig, Matt",,"=""0525559477""","=""9780525559474""",0,3.98,Viking,Hardcover,288,2020,2020,,2024/04/16,to-read,to-read (#106),to-read,,,,0,0
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",0,4.10,Dial Press,Paperback,275,1999,1969,,2024/04/16,to-read,to-read (#105),to-read,,,,0,0
2429135,"The Girl With the Dragon Tattoo (Millennium, #1)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""0670069019""","=""9780670069019""",0,4.18,Viking Canada,Hardcover,480,2008,2005,,2024/04/16,to-read,to-read (#104),to-read,,,,0,0
36809135,Where the Crawdads Sing,Delia Owens,"Owens, Delia",,"=""0735219117""","=""9780735219113""",0,4.37,G.P. Putnam’s Sons,ebook,384,2018,2018,,2024/04/16,to-read,to-read (#103),to-read,,,,0,0
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""""","=""""",0,4.39,Alfred A. Knopf,Kindle Edition,592,2006,2005,,2024/04/16,to-read,to-read (#102),to-read,,,,0,0
5907,"The Hobbit, or There and Back Again",J.R.R. Tolkien,"Tolkien, J.R.R.","Douglas A. Anderson, Michael Hague, Jemima Catlin","=""""","=""""",0,4.30,Houghton Mifflin,Paperback,366,2002,1937,,2024/04/16,to-read,to-read (#101),to-read,,,,0,0
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,"=""159463193X""","=""9781594631931""",0,4.36,Riverhead Books,Paperback,371,2004,2003,,2024/04/16,to-read,to-read (#100),to-read,,,,0,0
170448,Animal Farm,George Orwell,"Orwell, George","Russell Baker, C.M. Woodhouse","=""0451526341""","=""9780451526342""",0,4.02,Signet Classics,Mass Market Paperback,141,1996,1945,,2024/04/16,to-read,to-read (#99),to-read,,,,0,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""0743273567""","=""9780743273565""",0,3.93,Scribner,Paperback,180,1925,1925,,2024/04/16,to-read,to-read (#98),to-read,,,,0,0
18288210,No Matter the Wreckage: Poems,Sarah Kay,"Kay, Sarah",Sophia Janowitz,"=""1938912489""","=""9781938912481""",0,4.19,Write Bloody Publishing,Paperback,143,2014,2014,,2024/04/16,to-read,to-read (#97),to-read,,,,0,0
45730983,"For You and Only You (You, #4)",Caroline Kepnes,"Kepnes, Caroline",,"=""""","=""""",0,3.28,Atria Books/Emily Bestler Books,Hardcover,448,2023,2023,,2024/04/16,to-read,to-read (#96),to-read,,,,0,0
8909,The War of the Worlds,H.G. Wells,"Wells, H.G.",Arthur C. Clarke,"=""0375759239""","=""9780375759239""",0,3.83,Random House Publishing Group,Paperback,192,2002,1898,,2024/03/20,to-read,to-read (#94),to-read,,,,0,0
17184,The Invisible Man,H.G. Wells,"Wells, H.G.",Scott Westerfeld,"=""0451528522""","=""9780451528520""",0,3.63,New American Library/Penguin Books,Mass Market Paperback,192,2002,1897,,2024/03/20,to-read,to-read (#93),to-read,,,,0,0
70535,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""""","=""""",0,4.18,Roc,Paperback,297,2000,1968,,2024/03/20,to-read,to-read (#92),to-read,,,,0,0
51599036,Acid for the Children: A Memoir,Flea,"Flea, Flea",,"=""1549120174""","=""9781549120176""",0,4.08,Hachette Audio,Audiobook,9,2019,2019,,2024/02/14,to-read,to-read (#91),to-read,,,,0,0
3836,Don Quixote,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes","Roberto González Echevarría, John Rutherford","=""""","=""""",0,3.91,Penguin Books,Paperback,1023,2003,1615,,2024/02/14,currently-reading,currently-reading (#4),currently-reading,,,,1,0
656,War and Peace,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude","=""0192833987""","=""9780192833983""",0,4.17,Oxford University Press,Paperback,1392,1998,1869,,2024/02/14,to-read,to-read (#90),to-read,,,,0,0
49552,The Stranger,Albert Camus,"Camus, Albert",Matthew  Ward,"=""""","=""""",0,4.03,Vintage International,Paperback,123,1989,1942,,2023/08/01,currently-reading,currently-reading (#3),currently-reading,,,,1,0
485894,The Metamorphosis,Franz Kafka,"Kafka, Franz",Stanley Corngold,"=""0553213695""","=""9780553213690""",0,3.90,Bantam Classics,Mass Market Paperback,201,1972,1915,,2024/02/14,,,read,,,,1,0
8852,Macbeth,William Shakespeare,"Shakespeare, William","Folger Shakespeare Library, Barbara A. Mowat, Paul Werstine","=""0743477103""","=""9780743477109""",0,3.89,Simon & Schuster,Mass Market Paperback,249,2013,1623,,2024/02/14,to-read,to-read (#89),to-read,,,,0,0
168668,Catch-22,Joseph Heller,"Heller, Joseph",,"=""0684833395""","=""9780684833392""",0,3.99,Simon & Schuster ,Paperback,453,2004,1961,,2024/02/14,to-read,to-read (#88),to-read,,,,0,0
24583,The Adventures of Tom Sawyer,Mark Twain,"Twain, Mark","Guy Cardwell, John Seelye, Mark Hallaq, Amanda Lee","=""""","=""9780143039563""",0,3.92,Penguin Classics,Paperback,244,2006,1876,,2024/02/14,to-read,to-read (#87),to-read,,,,0,0
7126,The Count of Monte Cristo,Alexandre Dumas,"Dumas, Alexandre",Robin Buss,"=""0140449264""","=""9780140449266""",0,4.32,Penguin Classics,Paperback,1276,2003,1844,,2024/02/14,to-read,to-read (#86),to-read,,,,0,0
18114322,The Grapes of Wrath,John Steinbeck,"Steinbeck, John",,"=""067001690X""","=""9780670016907""",0,4.03,Viking,Hardcover,496,2014,1939,,2024/02/14,to-read,to-read (#85),to-read,,,,0,0
231804,The Outsiders,S.E. Hinton,"Hinton, S.E.",,"=""0670532576""","=""9780670532575""",0,4.14,Puffin Books (US/CAN),Mass Market Paperback,208,1997,1967,,2024/02/14,,,read,,,,1,0
100915,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,"Lewis, C.S.","Tormod Haugen, Per Svein Paulsen","=""""","=""""",0,4.24,HarperCollins Publishers,Paperback,206,2005,1950,,2024/02/14,,,read,,,,1,0
2998,The Secret Garden,Frances Hodgson Burnett,"Burnett, Frances Hodgson",,"=""0517189607""","=""9780517189603""",0,4.17,Children's Classics,Hardcover,331,1998,1911,,2024/02/14,to-read,to-read (#84),to-read,,,,0,0
24280,Les Misérables,Victor Hugo,"Hugo, Victor","Norman MacAfee, Charles E. Wilbour, Lee Fahnestock, Isabel Florence Hapgood","=""0451525264""","=""9780451525260""",0,4.21,Penguin,Mass Market Paperback,1463,1987,1862,,2024/02/14,to-read,to-read (#83),to-read,,,,0,0
1420,Hamlet,William Shakespeare,"Shakespeare, William","Harold Bloom, Rex Gibson, Israel Gollancz, Henry Norman Hudson, L.A. Sherman, Max J. Herzberg","=""0521618746""","=""9780521618748""",0,4.03,Cambridge University Press,Paperback,289,2005,1601,,2024/02/14,to-read,to-read (#82),to-read,,,,0,0
18405,Gone with the Wind,Margaret Mitchell,"Mitchell, Margaret",,"=""0446365386""","=""9780446365383""",0,4.31,Warner Books,Mass Market Paperback,1037,1993,1936,,2024/02/14,to-read,to-read (#81),to-read,,,,0,0
6185,Wuthering Heights,Emily Brontë,"Brontë, Emily","Richard J. Dunn, Charlotte Brontë, John Bugg, Robert Heindel","=""""","=""""",0,3.90,Norton,Paperback,464,2002,1847,,2024/02/14,to-read,to-read (#80),to-read,,,,0,0
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",0,4.35,Scholastic Press,Hardcover,374,2008,2008,,2024/02/14,,,read,,,,1,0
1934,"Little Women (Little Women, #1)",Louisa May Alcott,"Alcott, Louisa May","Regina Barreca, Grzegorz Komerski, Marta Fihel","=""""","=""""",0,4.17,Signet Classics,Mass Market Paperback,449,2004,1868,,2024/02/14,to-read,to-read (#79),to-read,,,,0,0
24178,Charlotte’s Web,E.B. White,"White, E.B.","Garth Williams, Rosemary Wells","=""0064410935""","=""9780064410939""",0,4.21,HarperCollinsPublishers,Paperback,184,2001,1952,,2024/02/14,,,read,,,,1,0
33,The Lord of the Rings,J.R.R. Tolkien,"Tolkien, J.R.R.",Alan Lee,"=""0618640150""","=""9780618640157""",0,4.54,Houghton Mifflin Harcourt,Paperback,1216,2005,1959,,2024/02/14,to-read,to-read (#78),to-read,,,,0,0
37034,The Woman in Black,Susan         Hill,"Hill, Susan",John Lawrence,"=""1567921892""","=""9781567921892""",0,3.76,"David R. Godine, Publisher",Paperback,138,2001,1983,,2024/02/14,to-read,to-read (#77),to-read,,,,0,0
30597,The Hunchback of Notre-Dame,Victor Hugo,"Hugo, Victor","Walter J. Cobb, Lucie Konvičková","=""0451527887""","=""9780451527882""",0,4.02,Signet Classics,Paperback,510,2001,1831,,2024/02/14,to-read,to-read (#76),to-read,,,,0,0
17245,Dracula,Bram Stoker,"Stoker, Bram","Rubén Toledo, Nina Auerbach, David J. Skal","=""0393970124""","=""9780393970128""",0,4.02,Norton,Paperback,488,1986,1897,,2024/02/14,to-read,to-read (#75),to-read,,,,0,0
48037,Carmilla,J. Sheridan Le Fanu,"Fanu, J. Sheridan Le",Karl Wurf,"=""0809510839""","=""9780809510832""",0,3.87,Wildside Press,Paperback,108,2000,1872,,2024/02/14,to-read,to-read (#74),to-read,,,,0,0
18490,Frankenstein,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",,"=""""","=""""",0,3.91,Penguin,Paperback,288,2003,1818,,2024/02/14,to-read,to-read (#73),to-read,,,,0,0
968,"The Da Vinci Code (Robert Langdon, #2)",Dan    Brown,"Brown, Dan",,"=""""","=""""",0,3.94,Anchor,Paperback,489,2006,2003,,2024/02/14,to-read,to-read (#72),to-read,,,,0,0
5296,An Ideal Husband,Oscar Wilde,"Wilde, Oscar",,"=""048641423X""","=""9780486414232""",0,4.01,Dover Publications,Paperback,78,2001,1893,,2024/02/14,to-read,to-read (#71),to-read,,,,0,0
92303,The Importance of Being Earnest,Oscar Wilde,"Wilde, Oscar",,"=""158049580X""","=""9781580495806""",0,4.17,Prestwick House,Paperback,89,2005,1895,,2024/02/14,to-read,to-read (#70),to-read,,,,0,0
7770,"One Fish, Two Fish, Red Fish, Blue Fish",Dr. Seuss,"Seuss, Dr.",,"=""0007173687""","=""9780007173686""",0,4.18,Harper Collins Children's Books,Hardcover,64,2003,1960,,2024/02/13,,,read,,,,1,0
7407258,Principles of Synthetic Intelligence: Psi: An Architecture of Motivated Cognition (Oxford Series on Cognitive Models and Architectures),Joscha Bach,"Bach, Joscha",,"=""0195370678""","=""9780195370676""",0,4.32,Oxford University Press,Hardcover,400,2009,2009,,2023/09/15,to-read,to-read (#69),to-read,,,,0,0
58727529,لا يمكن أن يؤذيني,David Goggins,"Goggins, David",,"=""""","=""""",0,4.30,,Paperback,364,2019,2018,,2023/08/01,to-read,to-read (#68),to-read,,,,0,0
6798263,Bluets,Maggie Nelson,"Nelson, Maggie",,"=""1933517409""","=""9781933517407""",0,4.05,Wave Books,Paperback,112,2009,2009,,2023/08/01,to-read,to-read (#67),to-read,,,,0,0
55711706,Everyone in This Room Will Someday Be Dead,Emily R. Austin,"Austin, Emily R.",,"=""1982167351""","=""9781982167356""",0,3.85,Atria Books,Hardcover,256,2021,2021,,2023/08/01,to-read,to-read (#66),to-read,,,,0,0
51281596,Fleabag: The Scriptures,Phoebe Waller-Bridge,"Waller-Bridge, Phoebe",,"=""059315827X""","=""9780593158272""",0,4.88,Ballantine Books,Hardcover,432,2019,2019,,2023/08/01,to-read,to-read (#65),to-read,,,,0,0
30891847,I'm Thinking of Ending Things,Iain Reid,"Reid, Iain",,"=""1410494144""","=""9781410494146""",0,3.51,Thorndike Press Large Print,Hardcover,275,2016,2016,,2023/08/01,to-read,to-read (#64),to-read,,,,0,0
20141319,Unfree Speech: The Folly of Campaign Finance Reform,Samantha Sellinger,"Sellinger, Samantha",,"=""""","=""""",0,4.12,Princeton University Press,Kindle Edition,303,2009,2001,,2023/08/01,to-read,to-read (#63),to-read,,,,0,0
18738803,Leviathan,Thomas Hobbes,"Hobbes, Thomas",Semih Lim,"=""""","=""9789753631383""",0,3.70,Yapı Kredi Yayınları,Paperback,527,1993,1651,,2023/08/01,to-read,to-read (#62),to-read,,,,0,0
23508839,The Republic,Plato,"Plato, Plato",,"=""""","=""""",0,3.97,Open Road Media,Kindle Edition,320,2014,-400,,2023/08/01,to-read,to-read (#61),to-read,,,,0,0
62731,Chomsky's Minimalism,Pieter A.M. Seuren,"Seuren, Pieter A.M.",,"=""0195173066""","=""9780195173062""",0,3.67,Oxford University Press,Paperback,256,2004,2004,,2023/08/01,to-read,to-read (#60),to-read,,,,0,0
17690,The Trial,Franz Kafka,"Kafka, Franz","Max Brod, Willa Muir, Edwin Muir","=""""","=""""",4,3.94,Vintage,Paperback,255,2001,1925,2023/07/21,2023/08/01,,,read,,,,1,0
38709,"Holes (Holes, #1)",Louis Sachar,"Sachar, Louis",,"=""0439244196""","=""9780439244190""",3,4.01,Scholastic,Paperback,272,2000,1998,2009/08/29,2023/08/01,,,read,,,,1,0
1554,"Oedipus Rex  (The Theban Plays, #1)",Sophocles,"Sophocles, Sophocles","J.E. Thomas, Elizabeth Osborne","=""1580495931""","=""9781580495936""",3,3.73,Prestwick House Inc,Paperback,75,2004,-429,2016/11/05,2023/08/01,,,read,,,,1,0
11387515,"Wonder (Wonder, #1)",R.J. Palacio,"Palacio, R.J.",,"=""0375869026""","=""9780375869020""",3,4.36,Alfred A. Knopf,Hardcover,315,2012,2012,2014/03/06,2023/08/01,,,read,,,,1,0
117101,Flow: The Psychology of Optimal Experience,Mihály Csíkszentmihályi,"Csíkszentmihályi, Mihály",,"=""0061339202""","=""9780061339202""",4,4.11,Harper Perennial Modern Classics,Paperback,303,2008,1990,2020/10/07,2023/07/28,,,read,,,,1,0
12938,King Lear,William Shakespeare,"Shakespeare, William",William James Rolfe,"=""""","=""""",3,3.91,Simon & Schuster,Mass Market Paperback,339,2004,1605,2016/04/08,2023/08/01,,,read,,,,1,0
48855,The Diary of a Young Girl,Anne Frank,"Frank, Anne","Eleanor Roosevelt, Susan Massotty, Γιάννης Θωμόπουλος, Barbara Mooyaart-Doubleday, Otto H. Frank, Mirjam Pressler","=""""","=""""",4,4.20,Bantam,Mass Market Paperback,283,1993,1947,,2023/08/01,,,read,,,,1,0
52357,Beowulf,Unknown,"Unknown, Unknown",Seamus Heaney,"=""0393320979""","=""9780393320978""",3,3.50,W.W. Norton & Company,Paperback,259,2001,1000,,2023/08/01,,,read,,,,1,0
7779,Horton Hears a Who!,Dr. Seuss,"Seuss, Dr.",,"=""0679800034""","=""9780679800033""",2,4.22,Random House Books for Young Readers,Paperback,64,1990,1954,,2023/08/01,,,read,,,,1,0
15195,The Complete Maus,Art Spiegelman,"Spiegelman, Art",,"=""0141014083""","=""9780141014081""",4,4.58,Penguin Books,Paperback,296,2003,1980,,2023/08/01,,,read,,,,1,0
28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,"Riordan, Rick",,"=""0786838655""","=""9780786838653""",4,4.31,Disney Hyperion Books,Paperback,377,2006,2005,,2023/08/01,,,read,,,,1,0
4900,Heart of Darkness,Joseph Conrad,"Conrad, Joseph",,"=""1892295490""","=""9781892295491""",3,3.43,Green Integer,Paperback,188,2003,1899,,2023/08/01,,,read,,,,1,0
39999,The Boy in the Striped Pajamas,John Boyne,"Boyne, John",,"=""0385751079""","=""9780385751070""",3,4.16,David Fickling Books,Hardcover,224,2006,2006,,2023/08/01,,,read,,,,1,0
7784,The Lorax,Dr. Seuss,"Seuss, Dr.",,"=""0679889108""","=""9780679889106""",3,4.35,Random House Childrens Books,Hardcover,72,1998,1971,,2023/08/01,,,read,,,,1,0
39988,Matilda,Roald Dahl,"Dahl, Roald",Quentin Blake,"=""043512398X""","=""9780435123987""",3,4.33,New Windmills,Hardcover,240,1992,1988,,2023/08/01,,,read,,,,1,0
11870085,The Fault in Our Stars,John Green,"Green, John",,"=""""","=""""",3,4.12,Dutton Books,Hardcover,313,2012,2012,,2023/08/01,,,read,,,,1,0
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""038549081X""","=""9780385490818""",4,4.15,Anchor Books,Paperback,311,1998,1985,,2023/08/01,,,read,,,,1,0
375802,"Ender’s Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,"=""0812550706""","=""9780812550702""",3,4.31,Tor,Mass Market Paperback,324,2004,1985,,2023/08/01,,,read,,,,1,0
233093,"The Cat in the Hat (Cat in the Hat, #1)",Dr. Seuss,"Seuss, Dr.",,"=""039480001X""","=""9780394800011""",3,4.19,Random House Books for Young Readers,Hardcover,61,1985,1957,,2023/08/01,,,read,,,,1,0
18867421,Getting Acquainted with the Trees,J. Horace McFarland,"McFarland, J. Horace",,"=""""","=""""",0,3.67,,Kindle Edition,109,2011,2008,,2023/08/01,to-read,to-read (#59),to-read,,,,0,0
53553561,The New Complete Book of Self-Sufficiency: The Classic Guide for Realists and Dreamers (Dk),John Seymour,"Seymour, John",Hugh Fearnley-Whittingstall,"=""0241477638""","=""9780241477632""",0,4.45,DK,Kindle Edition,407,2019,1975,,2023/08/01,to-read,to-read (#58),to-read,,,,0,0
131007940,Everything I Want to Do Is Illegal( War Stories from the Local Food Front) [EVERYTHING I WANT TO DO IS ILL] [Paperback],JoelSalatin,"JoelSalatin, JoelSalatin",,"=""""","=""""",0,4.20,Polyface,Paperback,0,2007,2007,,2023/08/01,to-read,to-read (#57),to-read,,,,0,0
41804,"I, Robot (Robot, #0.1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803700""","=""9780553803709""",0,4.21,Bantam Books,Hardcover,224,2004,1950,,2023/08/01,to-read,to-read (#56),to-read,,,,0,0
28676,American Psycho,Bret Easton Ellis,"Ellis, Bret Easton",,"=""0679735771""","=""9780679735779""",0,3.80,Vintage Contemporaries,Paperback,399,1991,1991,,2023/08/01,to-read,to-read (#55),to-read,,,,0,0
12505,The Idiot,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Anna Brailovsky, Joseph Frank, Constance Garnett","=""0679642420""","=""9780679642428""",0,4.21,Modern Library,Paperback,667,2003,1869,,2023/08/01,currently-reading,currently-reading (#2),currently-reading,,,,1,0
2865,Girl with a Pearl Earring,Tracy Chevalier,"Chevalier, Tracy",,"=""0452287022""","=""9780452287020""",0,3.93,Plume/Penguin,Paperback,233,2005,1999,,2023/08/01,to-read,to-read (#54),to-read,,,,0,0
161744,Common Sense,Thomas Paine,"Paine, Thomas",George Vafiadis,"=""0143036254""","=""9780143036258""",0,4.00,Penguin,Paperback,104,2005,1776,,2023/08/01,to-read,to-read (#53),to-read,,,,0,0
67238,Dead Poets Society,N.H. Kleinbaum,"Kleinbaum, N.H.",Tom Schulman,"=""0553282980""","=""9780553282986""",0,4.17,Starfire,Paperback,166,1989,1988,,2023/08/01,to-read,to-read (#52),to-read,,,,0,0
7745,Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,Hunter S. Thompson,"Thompson, Hunter S.",Ralph Steadman,"=""0679785892""","=""9780679785897""",0,4.06,Vintage Books,Paperback,204,1998,1971,,2023/08/01,to-read,to-read (#51),to-read,,,,0,0
15645,Inferno,Dante Alighieri,"Alighieri, Dante",Anthony Esolen,"=""0812970063""","=""9780812970067""",0,4.03,Modern Library,Kindle Edition,490,2022,1321,,2023/08/01,to-read,to-read (#50),to-read,,,,0,0
16631,Steppenwolf,Hermann Hesse,"Hesse, Hermann",Basil Creighton,"=""0140282580""","=""9780140282580""",0,4.13,Penguin,Paperback,256,1999,1927,,2023/08/01,to-read,to-read (#49),to-read,,,,1,0
11989,The Plague,Albert Camus,"Camus, Albert",Stuart Gilbert,"=""""","=""""",0,4.02,Vintage International,Paperback,308,1991,1947,,2023/08/01,to-read,to-read (#48),to-read,,,,0,0
11297,Norwegian Wood,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""""","=""""",0,3.99,Vintage Books,Paperback,296,2000,1987,,2023/08/01,to-read,to-read (#47),to-read,,,,0,0
46170,For Whom the Bell Tolls,Ernest Hemingway,"Hemingway, Ernest",,"=""""","=""""",0,3.99,Scribner,Paperback,471,1995,1940,,2023/08/01,to-read,to-read (#46),to-read,,,,0,0
5805,V for Vendetta,Alan             Moore,"Moore, Alan","David   Lloyd, Steve Whitaker, Siobhan Dodds","=""1401207928""","=""9781401207922""",0,4.26,Vertigo,Hardcover,296,2005,1990,,2023/08/01,to-read,to-read (#45),to-read,,,,0,0
60748,"A Child Called ""It"" (Dave Pelzer, #1)",Dave Pelzer,"Pelzer, Dave",,"=""""","=""""",0,4.14,Health Communications Inc,Paperback,184,1995,1995,,2023/08/01,to-read,to-read (#44),to-read,,,,0,0
92057,The Autobiography of Malcolm X,Malcolm X,"X, Malcolm",Alex Haley,"=""""","=""""",0,4.37,Ballantine Books,Mass Market Paperback,466,2015,1965,,2023/08/01,to-read,to-read (#43),to-read,,,,0,0
6867,Atonement,Ian McEwan,"McEwan, Ian",,"=""038572179X""","=""9780385721790""",0,3.95,Anchor Books,Paperback,351,2003,2001,,2023/08/01,to-read,to-read (#42),to-read,,,,0,0
28862,The Prince,Niccolò Machiavelli,"Machiavelli, Niccolò","Rufus Goodwin, Benjamin Martinez, W.K. Marriott, Denis Daly, Μαρία Κασωτάκη","=""0937832383""","=""9780937832387""",0,3.84,Dante University Press,Paperback,144,2014,1532,,2023/08/01,to-read,to-read (#41),to-read,,,,0,0
21348,Aesop’s Fables,Aesop,"Aesop, Aesop","Laura Harris, V.S. Vernon Jones, Edward Julius Detmold, G.K. Chesterton, Laura   Gibbs","=""0192840509""","=""9780192840509""",0,4.05,Oxford University Press,Paperback,352,2003,-560,,2023/08/01,to-read,to-read (#40),to-read,,,,0,0
10534,The Art of War,Sun Tzu,"Tzu, Sun",Thomas Cleary,"=""""","=""""",0,3.94,Harper Press,Paperback,170,2005,-500,,2023/08/01,to-read,to-read (#39),to-read,,,,0,0
2547,The Prophet,Kahlil Gibran,"Gibran, Kahlil",,"=""000100039X""","=""9780001000391""",0,4.23,Rupa & Co,Paperback,127,2003,1923,,2023/08/01,to-read,to-read (#38),to-read,,,,0,0
2156,Persuasion,Jane Austen,"Austen, Jane","Deidre Shauna Lynch, James Kinsley","=""0192802631""","=""9780192802637""",0,4.15,Oxford University Press,Paperback,249,2004,1817,,2023/08/01,to-read,to-read (#37),to-read,,,,0,0
6656,The Divine Comedy: Inferno - Purgatorio - Paradiso,Dante Alighieri,"Alighieri, Dante","Allen Mandelbaum, Eugenio Montale, Peter Armour, Sandro Botticelli","=""0679433139""","=""9780679433132""",0,4.09,Everyman's Library,Hardcover,798,1995,1320,,2023/08/01,to-read,to-read (#36),to-read,,,,0,0
16299,And Then There Were None,Agatha Christie,"Christie, Agatha",,"=""0312330871""","=""9780312330873""",0,4.27,St. Martin's Griffin,Paperback,264,2004,1939,,2023/08/01,to-read,to-read (#35),to-read,,,,0,0
44767458,"Dune (Dune, #1)",Frank Herbert,"Herbert, Frank",,"=""059309932X""","=""9780593099322""",0,4.29,Ace,Hardcover,658,2019,1965,,2023/08/01,to-read,to-read (#34),to-read,,,,0,0
3636,"The Giver (The Giver, #1)",Lois Lowry,"Lowry, Lois",,"=""0385732554""","=""9780385732550""",0,4.12,Ember,Paperback,208,2006,1993,,2023/08/01,to-read,to-read (#33),to-read,,,,0,0
157993,The Little Prince,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",Richard Howard,"=""0152023984""","=""9780152023980""",0,4.33,"Harcourt, Inc.",Hardcover,96,2000,1943,,2023/08/01,to-read,to-read (#32),to-read,,,,0,0
17238931,A Brief History of Time,Stephen W. Hawking,"Hawking, Stephen W.",,"=""""","=""""",0,4.21,Gramedia Pustaka Utama,Paperback,203,2013,1988,,2023/08/01,to-read,to-read (#31),to-read,,,,0,0
7901962,Here's Looking at Euclid: A Surprising Excursion Through the Astonishing World of Math,Alex Bellos,"Bellos, Alex",,"=""1416588256""","=""9781416588252""",0,4.12,Simon & Schuster,Hardcover,319,2010,2010,,2023/08/01,to-read,to-read (#30),to-read,,,,0,0
27980386,The Cathedral and the Bazaar,Eric S. Raymond,"Raymond, Eric S.",,"=""1519342810""","=""9781519342812""",0,3.83,Createspace,Paperback,50,2015,1999,,2023/08/01,to-read,to-read (#29),to-read,,,,0,0
22452113,Conjectures and Refutations: The Growth of Scientific Knowledge (Routledge Classics),Karl Popper,"Popper, Karl",,"=""1135971447""","=""9781135971441""",0,4.19,Routledge,Kindle Edition,610,2014,1963,,2023/08/01,to-read,to-read (#28),to-read,,,,0,0
15968353,Giordano Bruno and the Hermetic Tradition,Jesse Russell,"Russell, Jesse",,"=""5512506412""","=""9785512506417""",0,3.50,Book on Demand Ltd.,Paperback,130,2012,2012,,2023/08/01,to-read,to-read (#27),to-read,,,,0,0
138181835,The Dialogues of Plato The Dialogues of Plato,Plato,"Plato, Plato",,"=""""","=""""",0,4.14,Bantam Classic & Loveswept,Paperback,0,,-380,,2023/08/01,to-read,to-read (#25),to-read,,,,0,0
72809717,The Complete Works Of Friedrich Nietzsche: Beyond Good And Evil,Friedrich Nietzsche,"Nietzsche, Friedrich",,"=""1178609936""","=""9781178609936""",0,4.19,Nabu Press,Paperback,290,2011,1878,,2023/08/01,to-read,to-read (#24),to-read,,,,0,0
63076401,The Mind's I: Fantasies And Reflections On Self & Soul,Douglas R. Hofstadter,"Hofstadter, Douglas R.",,"=""""","=""""",0,4.15,Basic Books,Kindle Edition,0,2022,1981,,2023/08/01,to-read,to-read (#23),to-read,,,,0,0
128883011,Unexplained Facts: Enigmas and Curiosities by Rupert T. Gould (1980-11-08),Rupert Gould,"Gould, Rupert",,"=""""","=""""",0,3.00,Random House Value Publishing,Unknown Binding,0,,1980,,2023/08/01,to-read,to-read (#22),to-read,,,,0,0
3320318,Wonders of the World,Philip Clucas,"Clucas, Philip",,"=""0906558883""","=""9780906558881""",0,3.50,Colour Library Books,Hardcover,128,1981,1981,,2023/08/01,to-read,to-read (#21),to-read,,,,0,0
